step,time_s,input_acc_m_s2,input_vel_m_s,incident_force,base_relative_velocity_m_s,dashpot_force,net_boundary_force,base_relative_displacement_m,base_relative_acceleration_m_s2,surface_acceleration_m_s2,impedance_c
4356,2.1780000000e+01,-1.1508130620e-01,-4.5039539240e-02,-1.7446508574e+02,-8.7602607485e-02,-1.6966865874e+02,-4.7964270017e+00,3.3000679418e-02,1.2147595260e-01,-1.1499248270e-01,1.9367991845e+03
4357,2.1785000000e+01,-1.0454016690e-01,-4.5588592922e-02,-1.7659189919e+02,-8.8025908082e-02,-1.7048850699e+02,-6.1033922009e+00,3.2560642050e-02,1.0868767585e-01,-1.9888622612e-01,1.9367991845e+03
4358,2.1790000000e+01,-1.0359536580e-01,-4.6108931754e-02,-1.7860748284e+02,-8.8455635998e-02,-1.7132080367e+02,-7.2866791733e+00,3.2118520199e-02,9.7865285904e-02,-2.7409692774e-01,1.9367991845e+03
4359,2.1795000000e+01,-1.0553333130e-01,-4.6631753497e-02,-1.8063268429e+02,-8.8936564342e-02,-1.7225226529e+02,-8.3804189994e+00,3.1674112386e-02,8.9623587088e-02,-3.3440068061e-01,1.9367991845e+03
4360,2.1800000000e+01,-9.9399726900e-02,-4.7144086142e-02,-1.8261725519e+02,-8.9443747101e-02,-1.7323457644e+02,-9.3826787455e+00,3.1227256752e-02,7.9916938670e-02,-3.7673768876e-01,1.9367991845e+03
4361,2.1805000000e+01,-8.1906848820e-02,-4.7597352582e-02,-1.8437302733e+02,-8.9907280153e-02,-1.7413234688e+02,-1.0240680448e+01,3.0778092198e-02,6.4827115431e-02,-3.9999001963e-01,1.9367991845e+03
4362,2.1810000000e+01,-5.9715196560e-02,-4.7951407695e-02,-1.8574449464e+02,-9.0282255528e-02,-1.7485859888e+02,-1.0885895758e+01,3.0327022475e-02,4.3723680902e-02,-4.0579354329e-01,1.9367991845e+03
4363,2.1815000000e+01,-4.3368312870e-02,-4.8209116469e-02,-1.8674275492e+02,-9.0596384930e-02,-1.7546700445e+02,-1.1275750472e+01,2.9874410609e-02,1.9019293478e-02,-3.9521176702e-01,1.9367991845e+03
4364,2.1820000000e+01,-3.8671186770e-02,-4.8414215218e-02,-1.8753722510e+02,-9.0937953391e-02,-1.7612855397e+02,-1.1408671136e+01,2.9420254664e-02,-6.1020968584e-03,-3.7034127360e-01,1.9367991845e+03
4365,2.1825000000e+01,-4.2972626520e-02,-4.8618324751e-02,-1.8832786346e+02,-9.1408619950e-02,-1.7704014058e+02,-1.1287722884e+01,2.8964073177e-02,-3.4599212672e-02,-3.4208033162e-01,1.9367991845e+03
4366,2.1830000000e+01,-4.5965991060e-02,-4.8840671295e-02,-1.8918914467e+02,-9.2051555987e-02,-1.7828537857e+02,-1.0903766101e+01,2.8505071937e-02,-6.1503018059e-02,-3.2265597743e-01,1.9367991845e+03
4367,2.1835000000e+01,-3.6725069160e-02,-4.9047398945e-02,-1.8998992456e+02,-9.2801349201e-02,-1.7973757745e+02,-1.0252347106e+01,2.8042615870e-02,-8.7442900025e-02,-3.1026828165e-01,1.9367991845e+03
4368,2.1840000000e+01,-1.5076576980e-02,-4.9176903061e-02,-1.9049157149e+02,-9.3542835615e-02,-1.8117368774e+02,-9.3178837540e+00,2.7576570586e-02,-1.1249487904e-01,-2.8846043763e-01,1.9367991845e+03
4369,2.1845000000e+01,3.9061654200e-03,-4.9204829090e-02,-1.9059974571e+02,-9.4211320299e-02,-1.8246840833e+02,-8.1313373829e+00,2.7107171947e-02,-1.3113590337e-01,-2.4354928960e-01,1.9367991845e+03
4370,2.1850000000e+01,2.6226201150e-03,-4.9188507126e-02,-1.9053652098e+02,-9.4854289208e-02,-1.8371370998e+02,-6.8228109926e+00,2.6634546530e-02,-1.3574875734e-01,-1.8223579037e-01,1.9367991845e+03
4371,2.1855000000e+01,-2.1095963550e-02,-4.9234690484e-02,-1.9071541676e+02,-9.5587649131e-02,-1.8513408089e+02,-5.5813358732e+00,2.6158335260e-02,-1.2453726293e-01,-1.2585112466e-01,1.9367991845e+03
4372,2.1860000000e+01,-5.3631299430e-02,-4.9421508642e-02,-1.9143907527e+02,-9.6490224160e-02,-1.8688218747e+02,-4.5568878026e+00,2.5677759915e-02,-1.0331156887e-01,-8.9019431200e-02,1.9367991845e+03
4373,2.1865000000e+01,-8.1553247370e-02,-4.9759470009e-02,-1.9274820187e+02,-9.7556005435e-02,-1.8894639177e+02,-3.8018101001e+00,2.5191988151e-02,-8.0677069300e-02,-6.7376891549e-02,1.9367991845e+03
4374,2.1870000000e+01,-1.0372878180e-01,-5.0222675082e-02,-1.9454247228e+02,-9.8745850638e-02,-1.9125088299e+02,-3.2915892944e+00,2.4700358754e-02,-6.1667332431e-02,-4.2657142079e-02,1.9367991845e+03
4375,2.1875000000e+01,-1.2548490930e-01,-5.0795709310e-02,-1.9676217673e+02,-1.0004821766e-01,-1.9377330638e+02,-2.9888703592e+00,2.4202306074e-02,-4.5346312180e-02,-8.7865987105e-04,1.9367991845e+03
4376,2.1880000000e+01,-1.4433992550e-01,-5.1470271397e-02,-1.9937515933e+02,-1.0145499779e-01,-1.9649795699e+02,-2.8772023425e+00,2.3697297644e-02,-2.9956825348e-02,5.2711385709e-02,1.9367991845e+03
4377,2.1885000000e+01,-1.4850770400e-01,-5.2202390470e-02,-2.0221109458e+02,-1.0288687282e-01,-1.9927121138e+02,-2.9398832059e+00,2.3185081895e-02,-1.3248840076e-02,9.5935277575e-02,1.9367991845e+03
4378,2.1890000000e+01,-1.3204053990e-01,-5.2903761080e-02,-2.0492792263e+02,-1.0419457905e-01,-2.0180397573e+02,-3.1239468997e+00,2.2666081989e-02,-6.2990963265e-04,1.0412519300e-01,1.9367991845e+03
4379,2.1895000000e+01,-1.0328350590e-01,-5.3492071195e-02,-2.0720679973e+02,-1.0525088287e-01,-2.0384982412e+02,-3.3569756179e+00,2.2141388495e-02,6.5498807127e-03,6.3204307544e-02,1.9367991845e+03
4380,2.1900000000e+01,-7.3468924470e-02,-5.3933952270e-02,-2.0891846955e+02,-1.0602172559e-01,-2.0534279167e+02,-3.5756778837e+00,2.1612405090e-02,7.5862067253e-03,-1.4713271400e-02,1.9367991845e+03
4381,2.1905000000e+01,-4.5172303200e-02,-5.4230555340e-02,-2.1006739071e+02,-1.0653691632e-01,-2.0634061264e+02,-3.7267780696e+00,2.1080479549e-02,3.8124752124e-03,-1.0145145632e-01,1.9367991845e+03
4382,2.1910000000e+01,-1.6715337480e-02,-5.4385274441e-02,-2.1066671037e+02,-1.0681929777e-01,-2.0688752882e+02,-3.7791815545e+00,2.0546820176e-02,-1.4120974633e-03,-1.7497964873e-01,1.9367991845e+03
4383,2.1915000000e+01,8.6331933810e-03,-5.4405479802e-02,-2.1074497782e+02,-1.0687670015e-01,-2.0699870570e+02,-3.7462721225e+00,2.0012548352e-02,-3.1955595513e-03,-2.3129930650e-01,1.9367991845e+03
4384,2.1920000000e+01,2.3339245680e-02,-5.4325548704e-02,-2.1043535686e+02,-1.0674081487e-01,-2.0673552319e+02,-3.6998336695e+00,1.9478639377e-02,2.3408115182e-03,-2.7007790453e-01,1.9367991845e+03
4385,2.1925000000e+01,2.6512466760e-02,-5.4200919423e-02,-2.0995259308e+02,-1.0647945128e-01,-2.0622931440e+02,-3.7232786781e+00,1.8945794812e-02,1.2222436540e-02,-2.8193284241e-01,1.9367991845e+03
4386,2.1930000000e+01,2.7523563840e-02,-5.4065829346e-02,-2.0942930838e+02,-1.0615949301e-01,-2.0560961949e+02,-3.8196888851e+00,1.8414434292e-02,1.6360864630e-02,-2.5781149654e-01,1.9367991845e+03
4387,2.1935000000e+01,3.7186894530e-02,-5.3904053200e-02,-2.0880265256e+02,-1.0580901672e-01,-2.0493081729e+02,-3.8718352668e+00,1.7884829088e-02,4.9312920715e-03,-2.0392161188e-01,1.9367991845e+03
4388,2.1940000000e+01,5.8816453410e-02,-5.3664044831e-02,-2.0787295653e+02,-1.0542613936e-01,-2.0418926073e+02,-3.6836957978e+00,1.7357237753e-02,-2.5656979310e-02,-1.4315342288e-01,1.9367991845e+03
4389,2.1945000000e+01,8.8260432660e-02,-5.3296352615e-02,-2.0644866457e+02,-1.0499971890e-01,-2.0336336994e+02,-3.0852946251e+00,1.6831922978e-02,-6.7373326655e-02,-8.2383968256e-02,1.9367991845e+03
4390,2.1950000000e+01,1.1808738450e-01,-5.2780483073e-02,-2.0445039315e+02,-1.0451308765e-01,-2.0242086293e+02,-2.0295302174e+00,1.6309155298e-02,-1.0726796204e-01,-2.3041251732e-02,1.9367991845e+03
4391,2.1955000000e+01,1.4062566330e-01,-5.2133700453e-02,-2.0194501705e+02,-1.0396239543e-01,-2.0135428270e+02,-5.9073434933e-01,1.5789196832e-02,-1.3698648244e-01,2.4687093914e-02,1.9367991845e+03
4392,2.1960000000e+01,1.5214024890e-01,-5.1401785673e-02,-1.9910987315e+02,-1.0337051204e-01,-2.0020792342e+02,1.0980502743e+00,1.5272222115e-02,-1.5396124382e-01,5.0911370963e-02,1.9367991845e+03
4393,2.1965000000e+01,1.5412157460e-01,-5.0636131114e-02,-1.9614403490e+02,-1.0276720205e-01,-1.9903943313e+02,2.8953982385e+00,1.4758269784e-02,-1.5836775498e-01,5.5325077015e-02,1.9367991845e+03
4394,2.1970000000e+01,1.5162748020e-01,-4.9871758477e-02,-1.9318316230e+02,-1.0215786311e-01,-1.9785926597e+02,4.6761036719e+00,1.4247323352e-02,-1.5176368182e-01,5.8561927036e-02,1.9367991845e+03
4395,2.1975000000e+01,1.5041986920e-01,-4.9116640103e-02,-1.9025813700e+02,-1.0151111735e-01,-1.9660664931e+02,6.3485123159e+00,1.3739484125e-02,-1.3760051140e-01,9.1161006364e-02,1.9367991845e+03
4396,2.1980000000e+01,1.5134495220e-01,-4.8362228050e-02,-1.8733584770e+02,-1.0078461985e-01,-1.9519956954e+02,7.8637218415e+00,1.3235069059e-02,-1.2014152195e-01,1.5293554386e-01,1.9367991845e+03
4397,2.1985000000e+01,1.4720336640e-01,-4.7615857253e-02,-1.8444470700e+02,-9.9979360461e-02,-1.9363994381e+02,9.1952368134e+00,1.2734464437e-02,-1.0103293216e-01,2.3890302190e-01,1.9367991845e+03
4398,2.1990000000e+01,1.2879686340e-01,-4.6925856679e-02,-1.8177192190e+02,-9.9169948909e-02,-1.9207227617e+02,1.0300354279e+01,1.2237786958e-02,-7.8502547393e-02,3.2474946189e-01,1.9367991845e+03
4399,2.1995000000e+01,9.5813426340e-02,-4.6364330954e-02,-1.7959679677e+02,-9.8467571835e-02,-1.9071191283e+02,1.1115116066e+01,1.1744648259e-02,-5.1653611325e-02,3.9223921104e-01,1.9367991845e+03
4400,2.2000000000e+01,5.7168834480e-02,-4.5981875302e-02,-1.7811531718e+02,-9.7952059918e-02,-1.8971346977e+02,1.1598152594e+01,1.1254230280e-02,-2.3978005836e-02,4.3766721863e-01,1.9367991845e+03
4401,2.2005000000e+01,1.9500504390e-02,-4.5790201955e-02,-1.7737285161e+02,-9.7654231550e-02,-1.8913663603e+02,1.1763784420e+01,1.0765510351e-02,-7.6094028755e-05,4.5948240486e-01,1.9367991845e+03
4402,2.2010000000e+01,-1.9117571040e-02,-4.5789244622e-02,-1.7736914329e+02,-9.7581353856e-02,-1.8899548657e+02,1.1626343287e+01,1.0277370764e-02,2.4035774634e-02,4.6471650545e-01,1.9367991845e+03
4403,2.2015000000e+01,-5.9929446960e-02,-4.5986862167e-02,-1.7813463429e+02,-9.7748613892e-02,-1.8931943567e+02,1.1184801387e+01,9.7886374093e-03,4.8838451228e-02,4.6069748550e-01,1.9367991845e+03
4404,2.2020000000e+01,-9.4343103540e-02,-4.6372543543e-02,-1.7962860904e+02,-9.8111710342e-02,-1.9002268058e+02,1.0394071546e+01,9.2982192779e-03,8.2751353089e-02,4.4699168745e-01,1.9367991845e+03
4405,2.2025000000e+01,-1.0979970030e-01,-4.6882900553e-02,-1.8160552712e+02,-9.8526392425e-02,-1.9082583650e+02,9.2203093864e+00,8.8056266360e-03,1.1925552511e-01,4.2085775891e-01,1.9367991845e+03
4406,2.2030000000e+01,-1.0357270470e-01,-4.7416331565e-02,-1.8367182462e+02,-9.8820098063e-02,-1.9139468534e+02,7.7228607265e+00,8.3112357866e-03,1.4904201340e-01,3.6854133554e-01,1.9367991845e+03
4407,2.2035000000e+01,-8.7244008750e-02,-4.7893373349e-02,-1.8551969289e+02,-9.8893243424e-02,-1.9153635322e+02,6.0166603272e+00,7.8160532977e-03,1.6751287617e-01,2.7998807588e-01,1.9367991845e+03
4408,2.2040000000e+01,-7.3472701320e-02,-4.8295165124e-02,-1.8707607286e+02,-9.8761440381e-02,-1.9128107719e+02,4.2050043354e+00,7.3211721158e-03,1.7682109472e-01,1.6110572748e-01,1.9367991845e+03
4409,2.2045000000e+01,-6.2453059650e-02,-4.8634979526e-02,-1.8839237737e+02,-9.8487740007e-02,-1.9075097453e+02,2.3585971594e+00,6.8274306294e-03,1.7920337740e-01,3.3513171348e-02,1.9367991845e+03
4410,2.2050000000e+01,-4.5724154940e-02,-4.8905422563e-02,-1.8943996508e+02,-9.8097558031e-02,-1.8999527040e+02,5.5530532088e-01,6.3354904991e-03,1.7356547421e-01,-7.8876748668e-02,1.9367991845e+03
4411,2.2055000000e+01,-1.8569260710e-02,-4.9066156102e-02,-1.9006258225e+02,-9.7560152093e-02,-1.8895442301e+02,-1.1081592357e+00,5.8460844101e-03,1.5961874411e-01,-1.6790974357e-01,1.9367991845e+03
4412,2.2060000000e+01,1.4499013230e-02,-4.9076331721e-02,-1.9010199851e+02,-9.6837025277e-02,-1.8755387159e+02,-2.5481269238e+00,5.3601141255e-03,1.3936574884e-01,-2.3911025084e-01,1.9367991845e+03
4413,2.2065000000e+01,4.2531853410e-02,-4.8933754554e-02,-1.8954971183e+02,-9.5944470947e-02,-1.8582517309e+02,-3.7245387416e+00,4.8784638598e-03,1.1633890120e-01,-2.9316590234e-01,1.9367991845e+03
4414,2.2070000000e+01,5.6230625700e-02,-4.8686848356e-02,-1.8859329639e+02,-9.4973749847e-02,-1.8394508125e+02,-4.6482151319e+00,4.4016584975e-03,9.3669649774e-02,-3.2172036020e-01,1.9367991845e+03
4415,2.2075000000e+01,5.2312541130e-02,-4.8415490439e-02,-1.8754216480e+02,-9.4065314682e-02,-1.8218562477e+02,-5.3565400336e+00,3.9295923949e-03,7.1927366477e-02,-3.2411177960e-01,1.9367991845e+03
4416,2.2080000000e+01,3.1145827860e-02,-4.8206844517e-02,-1.8673395430e+02,-9.3374488994e-02,-1.8084763414e+02,-5.8863201575e+00,3.4614095260e-03,5.0726820752e-02,-3.1011237273e-01,1.9367991845e+03
4417,2.2085000000e+01,-2.6856012960e-03,-4.8135693950e-02,-1.8645834558e+02,-9.3034960499e-02,-1.8019003562e+02,-6.2683099528e+00,2.9955523578e-03,3.0408550966e-02,-2.9144234566e-01,1.9367991845e+03
4418,2.2090000000e+01,-3.6250294590e-02,-4.8233033690e-02,-1.8683540063e+02,-9.3106868758e-02,-1.8032930748e+02,-6.5060931524e+00,2.5300644959e-03,8.0873563049e-03,-2.5942872694e-01,1.9367991845e+03
4419,2.2095000000e+01,-5.2352242200e-02,-4.8454540032e-02,-1.8769342724e+02,-9.3532294576e-02,-1.8115327186e+02,-6.5401553805e+00,2.0631192014e-03,-1.8747922893e-02,-2.0002845482e-01,1.9367991845e+03
4420,2.2100000000e+01,-4.2861498840e-02,-4.8692574385e-02,-1.8861547672e+02,-9.4148514842e-02,-1.8234676677e+02,-6.2687099510e+00,1.5935444446e-03,-5.0947754263e-02,-1.1898366562e-01,1.9367991845e+03
4421,2.2105000000e+01,-1.3037794110e-02,-4.8832322617e-02,-1.8915680524e+02,-9.4740035879e-02,-1.8349242423e+02,-5.6643810145e+00,1.1211299566e-03,-8.1209070395e-02,-4.2177446990e-02,1.9367991845e+03
4422,2.2110000000e+01,2.3304577140e-02,-4.8806655659e-02,-1.8905738176e+02,-9.5183745355e-02,-1.8435180038e+02,-4.7055813771e+00,6.4642475578e-04,-1.0986676116e-01,5.1615764872e-03,1.9367991845e+03
4423,2.2115000000e+01,4.9401394200e-02,-4.8624890731e-02,-1.8835329743e+02,-9.5459230431e-02,-1.8488535965e+02,-3.4679377762e+00,1.7018134779e-04,-1.2707221936e-01,1.1105764329e-02,1.9367991845e+03
4424,2.2120000000e+01,5.2980788520e-02,-4.8368935274e-02,-1.8736182879e+02,-9.5639841420e-02,-1.8523516687e+02,-2.1266619216e+00,-3.0710073891e-04,-1.2817662208e-01,-1.7357070246e-02,1.9367991845e+03
4425,2.2125000000e+01,3.3325639290e-02,-4.8153169205e-02,-1.8652603769e+02,-9.5854786246e-02,-1.8565147183e+02,-8.7456586221e-01,-7.8547461546e-04,-1.1450192122e-01,-6.0376054019e-02,1.9367991845e+03
4426,2.2130000000e+01,1.6419801420e-03,-4.8065750156e-02,-1.8618741141e+02,-9.6203051711e-02,-1.8632599210e+02,1.3858069040e-01,-1.2655101201e-03,-9.0174618432e-02,-9.2778862760e-02,1.9367991845e+03
4427,2.2135000000e+01,-2.9592326070e-02,-4.8135626021e-02,-1.8645808245e+02,-9.6698879313e-02,-1.8728631060e+02,8.2822815036e-01,-1.7479521282e-03,-5.9687624647e-02,-8.7248995030e-02,1.9367991845e+03
4428,2.2140000000e+01,-5.2629835770e-02,-4.8341181426e-02,-1.8725432153e+02,-9.7282752126e-02,-1.8841715498e+02,1.1628334578e+00,-2.2333433279e-03,-2.6528417193e-02,-2.8904078910e-02,1.9367991845e+03
4429,2.2145000000e+01,-5.8917574890e-02,-4.8620049952e-02,-1.8833454620e+02,-9.7841767434e-02,-1.8949985538e+02,1.1653091800e+00,-2.7217195390e-03,3.5551975711e-03,6.0929878999e-02,1.9367991845e+03
4430,2.2150000000e+01,-4.3221623940e-02,-4.8875397949e-02,-1.8932366178e+02,-9.8243598033e-02,-1.9027812055e+02,9.5445877117e-01,-3.2124266811e-03,1.9392350937e-02,1.4268782850e-01,1.9367991845e+03
4431,2.2155000000e+01,-1.1743374420e-02,-4.9012810445e-02,-1.8985594260e+02,-9.8412327084e-02,-1.9060491484e+02,7.4897224053e-01,-3.7043016138e-03,1.2918891652e-02,1.9732090248e-01,1.9367991845e+03
4432,2.2160000000e+01,2.1816723870e-02,-4.8987627072e-02,-1.8975839233e+02,-9.8365199470e-02,-1.9051363812e+02,7.5524579081e-01,-4.1961525652e-03,-1.0297606017e-02,2.0857840635e-01,1.9367991845e+03
4433,2.2165000000e+01,4.9440653820e-02,-4.8809483627e-02,-1.8906833617e+02,-9.8171454201e-02,-1.9013839244e+02,1.0700562660e+00,-4.6871158012e-03,-3.7802910333e-02,1.6542080353e-01,1.9367991845e+03
4434,2.2170000000e+01,7.4345810940e-02,-4.8500017465e-02,-1.8786958855e+02,-9.7864843855e-02,-1.8954454977e+02,1.6749612187e+00,-5.1766017441e-03,-5.9533120904e-02,8.7843210257e-02,1.9367991845e+03
4435,2.2175000000e+01,1.0141038450e-01,-4.8060626977e-02,-1.8616756627e+02,-9.7407375401e-02,-1.8865852524e+02,2.4909589701e+00,-5.6639625191e-03,-7.0970898839e-02,1.2771375771e-03,1.9367991845e+03
4436,2.2180000000e+01,1.2988793160e-01,-4.7482381187e-02,-1.8392767432e+02,-9.6723614423e-02,-1.8733421754e+02,3.4065432155e+00,-6.1482446435e-03,-6.9513918016e-02,-7.1500691456e-02,1.9367991845e+03
4437,2.2185000000e+01,1.5780944790e-01,-4.6763137738e-02,-1.8114161407e+02,-9.5746837470e-02,-1.8544239673e+02,4.3007826604e+00,-6.6281421753e-03,-5.7374145627e-02,-1.0482585310e-01,1.9367991845e+03
4438,2.2190000000e+01,1.8590538600e-01,-4.5903850653e-02,-1.7781308102e+02,-9.4447557234e-02,-1.8292595183e+02,5.1128708083e+00,-7.1020992245e-03,-4.4202214201e-02,-8.1558361684e-02,1.9367991845e+03
4439,2.2195000000e+01,2.1293742960e-01,-4.4906743614e-02,-1.7395068882e+02,-9.2849236979e-02,-1.7983032646e+02,5.8796376422e+00,-7.5685480286e-03,-3.9231927226e-02,-1.0969542205e-02,1.9367991845e+03
4440,2.2200000000e+01,2.3415371280e-01,-4.3789015758e-02,-1.6962106002e+02,-9.1032515160e-02,-1.7631170112e+02,6.6906411033e+00,-8.0262208654e-03,-4.5378677130e-02,7.6808214009e-02,1.9367991845e+03
4441,2.2205000000e+01,2.4759164700e-01,-4.2584652359e-02,-1.6495583992e+02,-8.9112654022e-02,-1.7259331564e+02,7.6374757180e+00,-8.4743775823e-03,-6.1704587673e-02,1.6035171873e-01,1.9367991845e+03
4442,2.2210000000e+01,2.5427608290e-01,-4.1329983034e-02,-1.6009575487e+02,-8.7200206545e-02,-1.6888928892e+02,8.7935340533e+00,-8.9128506517e-03,-8.5217540982e-02,2.3473875092e-01,1.9367991845e+03
4443,2.2215000000e+01,2.5174775160e-01,-4.0064923448e-02,-1.5519542212e+02,-8.5387294556e-02,-1.6537804246e+02,1.0182620342e+01,-9.3419934811e-03,-1.0899772632e-01,2.9970500265e-01,1.9367991845e+03
4444,2.2220000000e+01,2.3335400160e-01,-3.8852169065e-02,-1.5049769872e+02,-8.3763145757e-02,-1.6223239239e+02,1.1734693673e+01,-9.7626598744e-03,-1.2304602812e-01,3.5734399775e-01,1.9367991845e+03
4445,2.2225000000e+01,1.9975122000e-01,-3.7769406011e-02,-1.4630350952e+02,-8.2402002066e-02,-1.5959613040e+02,1.3292620883e+01,-1.0176131829e-02,-1.2074570580e-01,4.0698180911e-01,1.9367991845e+03
4446,2.2230000000e+01,1.5994439820e-01,-3.6870166965e-02,-1.4282021862e+02,-8.1321004875e-02,-1.5750245593e+02,1.4682237304e+01,-1.0583861186e-02,-1.0269492190e-01,4.4798712429e-01,1.9367991845e+03
4447,2.2235000000e+01,1.1676381930e-01,-3.6178396421e-02,-1.4014057737e+02,-8.0494260671e-02,-1.5590121842e+02,1.5760641053e+01,-1.0987219401e-02,-7.2161555169e-02,4.8589348612e-01,1.9367991845e+03
4448,2.2240000000e+01,6.4795030380e-02,-3.5724499297e-02,-1.3838236221e+02,-7.9919165131e-02,-1.5478737385e+02,1.6405011641e+01,-1.1387521730e-02,-3.0893683948e-02,5.2288516762e-01,1.9367991845e+03
4449,2.2245000000e+01,3.6523777770e-03,-3.5553380777e-02,-1.3771951779e+02,-7.9630807606e-02,-1.5422888323e+02,1.6509365442e+01,-1.1786187303e-02,1.6942281866e-02,5.5588250083e-01,1.9367991845e+03
4450,2.2250000000e+01,-5.5982089350e-02,-3.5684205056e-02,-1.3822627850e+02,-7.9572763460e-02,-1.5411646338e+02,1.5890184874e+01,-1.2184554058e-02,8.3729077034e-02,5.8223764906e-01,1.9367991845e+03
4451,2.2255000000e+01,-1.0427922090e-01,-3.6084858331e-02,-1.3977824838e+02,-7.9738365819e-02,-1.5443720189e+02,1.4658953513e+01,-1.2583658864e-02,1.3405146933e-01,5.9723519717e-01,1.9367991845e+03
4452,2.2260000000e+01,-1.4467444650e-01,-3.6707242500e-02,-1.4218911468e+02,-8.0073158893e-02,-1.5508562884e+02,1.2896514166e+01,-1.2984401469e-02,1.7713155748e-01,5.9298007446e-01,1.9367991845e+03
4453,2.2265000000e+01,-1.8782510490e-01,-3.7538491378e-02,-1.4540903898e+02,-8.0591167393e-02,-1.5608890728e+02,1.0679868306e+01,-1.3387638540e-02,2.1280002779e-01,5.5234166918e-01,1.9367991845e+03
4454,2.2270000000e+01,-2.3619419280e-01,-3.8598539623e-02,-1.4951524013e+02,-8.1352452318e-02,-1.5756336331e+02,8.0481231792e+00,-1.3794482553e-02,2.4649650358e-01,4.6682266165e-01,1.9367991845e+03
4455,2.2275000000e+01,-2.7949877010e-01,-3.9887772030e-02,-1.5450920868e+02,-8.2368684176e-02,-1.5953160034e+02,5.0223916633e+00,-1.4206177400e-02,2.7777254189e-01,3.3554083823e-01,1.9367991845e+03
4456,2.2280000000e+01,-3.0505833270e-01,-4.1349164787e-02,-1.6017005728e+02,-8.3567268376e-02,-1.6185301724e+02,1.6829599628e+00,-1.4623699132e-02,3.0028661537e-01,1.6841965173e-01,1.9367991845e+03
4457,2.2285000000e+01,-3.0755389860e-01,-4.2880695365e-02,-1.6610259163e+02,-8.4819533097e-02,-1.6427840253e+02,-1.8241890961e+00,-1.5047445055e-02,3.1007776501e-01,-1.2769230640e-02,1.9367991845e+03
4458,2.2290000000e+01,-2.8906440300e-01,-4.4372241119e-02,-1.7188024083e+02,-8.5988303943e-02,-1.6654207695e+02,-5.3381638751e+00,-1.5477142818e-02,3.0741201984e-01,-1.7683807006e-01,1.9367991845e+03
4459,2.2295000000e+01,-2.5330244040e-01,-4.5728158228e-02,-1.7713251913e+02,-8.6957142095e-02,-1.6841852190e+02,-8.7139972313e+00,-1.5911914813e-02,2.9347902377e-01,-3.0521470116e-01,1.9367991845e+03
4460,2.2300000000e+01,-2.0484722070e-01,-4.6873532380e-02,-1.8156923858e+02,-8.7642208947e-02,-1.6974535882e+02,-1.1823879761e+01,-1.6350419818e-02,2.6906373839e-01,-4.1089036592e-01,1.9367991845e+03
4461,2.2305000000e+01,-1.5488577360e-01,-4.7772864866e-02,-1.8505289143e+02,-8.8023365235e-02,-1.7048358201e+02,-1.4569309423e+01,-1.6791131006e-02,2.3650920482e-01,-5.1744238862e-01,1.9367991845e+03
4462,2.2310000000e+01,-1.2018142710e-01,-4.8460532868e-02,-1.8771664108e+02,-8.8188995923e-02,-1.7080437539e+02,-1.6912265692e+01,-1.7232822794e-02,2.0076831160e-01,-6.2722494135e-01,1.9367991845e+03
4463,2.2315000000e+01,-1.0995499260e-01,-4.9035873917e-02,-1.8994528123e+02,-8.8322465692e-02,-1.7106287953e+02,-1.8882401702e+01,-1.7675064114e-02,1.6643826041e-01,-7.2888565413e-01,1.9367991845e+03
4464,2.2320000000e+01,-1.1613411540e-01,-4.9601096687e-02,-1.9213472723e+02,-8.8602951491e-02,-1.7160612419e+02,-2.0528603035e+01,-1.8118325118e-02,1.3345318075e-01,-8.1387071878e-01,1.9367991845e+03
4465,2.2325000000e+01,-1.2198705570e-01,-5.0196399615e-02,-1.9444069168e+02,-8.9109714414e-02,-1.7258762221e+02,-2.1853069470e+01,-1.8563601931e-02,9.7500053531e-02,-8.7164143866e-01,1.9367991845e+03
4466,2.2330000000e+01,-1.1628048060e-01,-5.0792068456e-02,-1.9674807353e+02,-8.9814395031e-02,-1.7395244705e+02,-2.2795626475e+01,-1.9011894805e-02,5.5221004495e-02,-8.9178785394e-01,1.9367991845e+03
